,Date,Heure,Comp,Tour,Jour,Tribune,Résultat,BM,BE,Adversaire,xG,xGA,Poss,Affluence,Capitaine,Formation,Arbitre,Rapport de match,Notes,Dist,CF,PénM,PénT,Buts,Tirs,TC,TC%,B/Tir,B/TC,Saison,Equipe
40,2021-05-23,21:00,Ligue 1,Journée 38,Dim,Domicile,D,1,2,Bordeaux,0.8,1.2,56.0,,Xavier Chavalerin,4-4-2,Jérôme Brisard,Rapport de match,,15.8,0.0,0.0,0.0,1.0,9.0,3.0,33.3,0.11,0.33,2021,Reims
0,2020-08-23,15:00,Ligue 1,Journée 1,Dim,Extérieur,D,1,3,Lorient,0.5,2.8,51.0,,Stefan Mitrović,4-2-3-1,Johan Hamel,Rapport de match,,26.8,0.0,0.0,0.0,1.0,7.0,1.0,14.3,0.14,1.0,2021,Strasbourg
1,2020-08-29,21:00,Ligue 1,Journée 2,Sam,Domicile,D,0,2,Nice,0.2,1.4,45.0,,Lamine Koné,4-2-3-1,Jérôme Brisard,Rapport de match,,20.5,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,,2021,Strasbourg
2,2020-09-12,21:00,Ligue 1,Journée 3,Sam,Extérieur,D,0,2,Saint-Étienne,1.2,1.7,50.0,,Stefan Mitrović,3-5-1-1,Eric Wattellier,Rapport de match,,18.5,2.0,0.0,0.0,0.0,14.0,7.0,50.0,0.0,0.0,2021,Strasbourg
3,2020-09-20,15:00,Ligue 1,Journée 4,Dim,Domicile,V,1,0,Dijon,2.0,0.5,57.0,,Stefan Mitrović,4-4-2◆,Florent Batta,Rapport de match,,15.9,1.0,0.0,0.0,1.0,15.0,3.0,20.0,0.07,0.33,2021,Strasbourg
4,2020-09-27,15:00,Ligue 1,Journée 5,Dim,Extérieur,D,2,3,Monaco,1.4,1.5,43.0,,Stefan Mitrović,4-4-2◆,Jérémie Pignard,Rapport de match,,24.5,0.0,1.0,1.0,2.0,7.0,4.0,57.1,0.14,0.25,2021,Strasbourg
5,2020-10-04,15:00,Ligue 1,Journée 6,Dim,Domicile,D,0,3,Lille,1.7,1.9,47.0,,Stefan Mitrović,4-4-2,Mikael Lesage,Rapport de match,,14.0,0.0,0.0,0.0,0.0,17.0,2.0,11.8,0.0,0.0,2021,Strasbourg
6,2020-10-18,13:00,Ligue 1,Journée 7,Dim,Domicile,D,2,3,Lyon,2.1,3.9,52.0,,Stefan Mitrović,4-1-4-1,Ruddy Buquet,Rapport de match,,16.1,1.0,0.0,0.0,2.0,19.0,8.0,42.1,0.11,0.25,2021,Strasbourg
7,2020-10-25,15:00,Ligue 1,Journée 8,Dim,Extérieur,V,3,0,Brest,1.1,0.9,37.0,,Stefan Mitrović,3-5-2,Jérôme Miguelgorry,Rapport de match,,22.5,0.0,1.0,1.0,3.0,7.0,4.0,57.1,0.29,0.5,2021,Strasbourg
8,2020-11-01,15:00,Ligue 1,Journée 9,Dim,Extérieur,D,1,2,Reims,1.9,0.7,49.0,,Stefan Mitrović,3-5-2,Eric Wattellier,Rapport de match,,16.6,0.0,1.0,1.0,1.0,6.0,1.0,16.7,0.0,0.0,2021,Strasbourg
9,2020-11-06,21:00,Ligue 1,Journée 10,Ven,Domicile,D,0,1,Marseille,0.3,0.1,53.0,,Stefan Mitrović,4-2-3-1,Johan Hamel,Rapport de match,,20.1,0.0,0.0,0.0,0.0,10.0,2.0,20.0,0.0,0.0,2021,Strasbourg
10,2020-11-22,15:00,Ligue 1,Journée 11,Dim,Extérieur,D,3,4,Montpellier,3.4,1.7,43.0,,Stefan Mitrović,4-4-2,Jérôme Brisard,Rapport de match,,16.7,0.0,2.0,2.0,3.0,7.0,3.0,42.9,0.14,0.33,2021,Strasbourg
11,2020-11-27,21:00,Ligue 1,Journée 12,Ven,Domicile,N,1,1,Rennes,0.6,1.9,33.0,,Stefan Mitrović,4-4-2◆,Benoît Millot,Rapport de match,,29.8,1.0,0.0,0.0,1.0,6.0,2.0,33.3,0.17,0.5,2021,Strasbourg
12,2020-12-06,15:00,Ligue 1,Journée 13,Dim,Extérieur,V,4,0,Nantes,3.1,0.5,39.0,,Adrien Thomasson,4-2-3-1◆,Clément Turpin,Rapport de match,,18.0,1.0,2.0,2.0,4.0,12.0,6.0,50.0,0.17,0.33,2021,Strasbourg
13,2020-12-13,15:00,Ligue 1,Journée 14,Dim,Domicile,N,2,2,Metz,1.3,1.7,58.0,,Adrien Thomasson,4-2-3-1,François Letexier,Rapport de match,,22.5,0.0,0.0,0.0,2.0,17.0,4.0,23.5,0.12,0.5,2021,Strasbourg
14,2020-12-16,19:00,Ligue 1,Journée 15,Mer,Extérieur,V,2,0,Angers,0.6,0.3,44.0,,Adrien Thomasson,4-2-3-1,Bastien Dechepy,Rapport de match,,20.3,0.0,0.0,0.0,2.0,7.0,3.0,42.9,0.29,0.67,2021,Strasbourg
15,2020-12-20,15:00,Ligue 1,Journée 16,Dim,Domicile,D,0,2,Bordeaux,0.8,0.6,55.0,,Adrien Thomasson,4-2-3-1,Benoît Bastien,Rapport de match,,16.0,1.0,0.0,0.0,0.0,9.0,3.0,33.3,0.0,0.0,2021,Strasbourg
16,2020-12-23,21:00,Ligue 1,Journée 17,Mer,Extérieur,D,0,4,Paris S-G,0.9,2.8,31.0,,Stefan Mitrović,3-5-1-1,Jérôme Miguelgorry,Rapport de match,,17.5,0.0,0.0,0.0,0.0,8.0,2.0,25.0,0.0,0.0,2021,Strasbourg
17,2021-01-06,19:00,Ligue 1,Journée 18,Mer,Domicile,V,5,0,Nîmes,4.4,1.0,59.0,,Adrien Thomasson,4-4-2◆,Benoît Millot,Rapport de match,,15.8,0.0,2.0,3.0,5.0,18.0,9.0,50.0,0.17,0.33,2021,Strasbourg
18,2021-01-09,21:00,Ligue 1,Journée 19,Sam,Extérieur,V,1,0,Lens,1.3,0.6,36.0,,Adrien Thomasson,4-2-3-1,Clément Turpin,Rapport de match,,17.7,0.0,0.0,0.0,1.0,10.0,4.0,40.0,0.1,0.25,2021,Strasbourg
19,2021-01-17,15:00,Ligue 1,Journée 20,Dim,Domicile,V,1,0,Saint-Étienne,2.3,1.3,42.0,,Stefan Mitrović,4-4-2◆,Antony Gautier,Rapport de match,,16.6,0.0,0.0,0.0,1.0,15.0,3.0,20.0,0.07,0.33,2021,Strasbourg
20,2021-01-24,15:00,Ligue 1,Journée 21,Dim,Extérieur,N,1,1,Dijon,2.9,0.6,50.0,,Stefan Mitrović,4-2-3-1,Jérôme Brisard,Rapport de match,,13.8,0.0,0.0,0.0,1.0,15.0,2.0,13.3,0.07,0.5,2021,Strasbourg
21,2021-01-31,15:00,Ligue 1,Journée 22,Dim,Domicile,D,0,1,Reims,1.2,1.3,48.0,,Stefan Mitrović,4-2-3-1,Stéphanie Frappart,Rapport de match,,19.6,1.0,0.0,0.0,0.0,12.0,2.0,16.7,0.0,0.0,2021,Strasbourg
22,2021-02-03,19:00,Ligue 1,Journée 23,Mer,Domicile,N,2,2,Brest,0.6,0.9,41.0,,Stefan Mitrović,4-2-3-1,Florent Batta,Rapport de match,,22.6,0.0,0.0,0.0,2.0,9.0,4.0,44.4,0.22,0.5,2021,Strasbourg
23,2021-02-06,19:00,Ligue 1,Journée 24,Sam,Extérieur,D,0,3,Lyon,0.3,1.8,31.0,,Stefan Mitrović,4-2-3-1,Amaury Delerue,Rapport de match,,22.6,0.0,0.0,0.0,0.0,8.0,1.0,12.5,0.0,0.0,2021,Strasbourg
25,2021-02-14,15:00,Ligue 1,Journée 25,Dim,Extérieur,V,2,1,Metz,1.4,0.8,55.0,,Stefan Mitrović,4-4-2◆,Mikael Lesage,Rapport de match,,19.2,1.0,0.0,0.0,2.0,13.0,2.0,15.4,0.15,1.0,2021,Strasbourg
26,2021-02-21,15:00,Ligue 1,Journée 26,Dim,Domicile,N,0,0,Angers,1.3,0.3,58.0,,Stefan Mitrović,4-4-2◆,Hakim Ben El Hadj Salem,Rapport de match,,14.5,0.0,0.0,0.0,0.0,15.0,2.0,13.3,0.0,0.0,2021,Strasbourg
27,2021-02-28,17:00,Ligue 1,Journée 27,Dim,Extérieur,N,1,1,Lille,1.0,0.8,32.0,,Stefan Mitrović,4-4-2,Jérôme Brisard,Rapport de match,,24.0,0.0,0.0,0.0,1.0,10.0,3.0,30.0,0.1,0.33,2021,Strasbourg
28,2021-03-03,21:00,Ligue 1,Journée 28,Mer,Domicile,V,1,0,Monaco,1.0,0.7,39.0,,Stefan Mitrović,3-4-1-2,Eric Wattellier,Rapport de match,,19.6,0.0,0.0,0.0,1.0,17.0,2.0,11.8,0.06,0.5,2021,Strasbourg
29,2021-03-14,15:00,Ligue 1,Journée 29,Dim,Extérieur,D,0,1,Rennes,0.7,1.3,51.0,,Stefan Mitrović,4-4-2◆,Bastien Dechepy,Rapport de match,,15.6,1.0,0.0,0.0,0.0,6.0,1.0,16.7,0.0,0.0,2021,Strasbourg
30,2021-03-21,13:00,Ligue 1,Journée 30,Dim,Domicile,D,1,2,Lens,2.0,1.8,60.0,,Stefan Mitrović,3-5-1-1,Jeremy Stinat,Rapport de match,,16.2,1.0,0.0,0.0,1.0,17.0,5.0,29.4,0.06,0.2,2021,Strasbourg
31,2021-04-04,15:00,Ligue 1,Journée 31,Dim,Extérieur,V,3,2,Bordeaux,2.1,2.0,38.0,,Stefan Mitrović,4-4-2◆,Jérôme Brisard,Rapport de match,,15.3,0.0,1.0,1.0,3.0,13.0,4.0,30.8,0.15,0.5,2021,Strasbourg
32,2021-04-10,17:00,Ligue 1,Journée 32,Sam,Domicile,D,1,4,Paris S-G,0.7,1.7,38.0,,Stefan Mitrović,4-2-3-1,Jérémie Pignard,Rapport de match,,14.0,0.0,0.0,0.0,1.0,9.0,3.0,33.3,0.11,0.33,2021,Strasbourg
33,2021-04-18,15:00,Ligue 1,Journée 33,Dim,Extérieur,N,1,1,Nîmes,1.2,1.4,47.0,,Stefan Mitrović,4-4-2◆,Antony Gautier,Rapport de match,,21.4,0.0,0.0,1.0,1.0,6.0,2.0,33.3,0.17,0.5,2021,Strasbourg
34,2021-04-25,15:00,Ligue 1,Journée 34,Dim,Domicile,D,1,2,Nantes,1.4,0.8,65.0,,Stefan Mitrović,4-4-2◆,Ruddy Buquet,Rapport de match,,16.0,1.0,0.0,0.0,1.0,12.0,4.0,33.3,0.08,0.25,2021,Strasbourg
35,2021-04-30,21:00,Ligue 1,Journée 35,Ven,Extérieur,N,1,1,Marseille,0.3,0.8,31.0,,Stefan Mitrović,3-5-2,Stéphanie Frappart,Rapport de match,,17.3,0.0,0.0,0.0,1.0,8.0,5.0,62.5,0.13,0.2,2021,Strasbourg
36,2021-05-09,15:00,Ligue 1,Journée 36,Dim,Domicile,D,2,3,Montpellier,1.7,0.6,57.0,,Stefan Mitrović,4-4-2◆,Jérôme Miguelgorry,Rapport de match,,17.2,1.0,0.0,0.0,2.0,17.0,6.0,35.3,0.12,0.33,2021,Strasbourg
37,2021-05-16,21:00,Ligue 1,Journée 37,Dim,Extérieur,V,2,0,Nice,1.8,0.4,29.0,,Stefan Mitrović,3-5-2,Mikael Lesage,Rapport de match,,13.4,1.0,0.0,0.0,2.0,11.0,5.0,45.5,0.18,0.4,2021,Strasbourg
38,2021-05-23,21:00,Ligue 1,Journée 38,Dim,Domicile,N,1,1,Lorient,0.3,0.6,52.0,,Stefan Mitrović,3-5-2,Stéphanie Frappart,Rapport de match,,26.1,1.0,0.0,0.0,1.0,6.0,2.0,33.3,0.17,0.5,2021,Strasbourg
0,2020-08-23,15:00,Ligue 1,Journée 1,Dim,Domicile,V,3,1,Strasbourg,2.8,0.5,49.0,,Fabien Lemoine,4-2-3-1,Johan Hamel,Rapport de match,,13.6,1.0,1.0,1.0,3.0,9.0,6.0,66.7,0.22,0.33,2021,Lorient
1,2020-08-30,15:00,Ligue 1,Journée 2,Dim,Extérieur,D,0,2,Saint-Étienne,0.2,1.3,47.0,,Fabien Lemoine,4-3-3,Florent Batta,Rapport de match,,23.3,1.0,0.0,0.0,0.0,6.0,1.0,16.7,0.0,0.0,2021,Lorient
2,2020-09-13,15:00,Ligue 1,Journée 3,Dim,Domicile,D,2,3,Lens,1.3,2.1,47.0,,Fabien Lemoine,4-3-3,Aurélien Petit,Rapport de match,,27.4,1.0,1.0,1.0,2.0,6.0,2.0,33.3,0.17,0.5,2021,Lorient
3,2020-09-20,15:00,Ligue 1,Journée 4,Dim,Extérieur,D,2,3,Brest,1.6,1.4,42.0,,Fabien Lemoine,4-2-3-1,Karim Abed,Rapport de match,,17.4,0.0,0.0,0.0,1.0,11.0,4.0,36.4,0.09,0.25,2021,Lorient
4,2020-09-27,17:00,Ligue 1,Journée 5,Dim,Domicile,N,1,1,Lyon,0.2,0.8,32.0,,Fabien Lemoine,3-4-3,Clément Turpin,Rapport de match,,14.0,0.0,0.0,0.0,1.0,4.0,2.0,50.0,0.25,0.5,2021,Lorient
5,2020-10-04,15:00,Ligue 1,Journée 6,Dim,Extérieur,D,1,3,Metz,0.8,1.7,42.0,,Fabien Lemoine,3-4-3,Jérôme Miguelgorry,Rapport de match,,20.8,2.0,0.0,0.0,1.0,10.0,4.0,40.0,0.1,0.25,2021,Lorient
6,2020-10-17,17:00,Ligue 1,Journée 7,Sam,Extérieur,V,3,1,Reims,2.6,0.4,53.0,,Jérémy Morel,4-4-2,Mikael Lesage,Rapport de match,,17.3,1.0,1.0,1.0,3.0,13.0,3.0,23.1,0.15,0.67,2021,Lorient
7,2020-10-24,17:00,Ligue 1,Journée 8,Sam,Domicile,D,0,1,Marseille,0.5,1.3,38.0,,Jérémy Morel,4-4-2,Benoît Bastien,Rapport de match,,19.3,0.0,0.0,0.0,0.0,12.0,3.0,25.0,0.0,0.0,2021,Lorient
8,2020-11-01,15:00,Ligue 1,Journée 9,Dim,Extérieur,N,0,0,Dijon,1.1,0.4,47.0,,Jérémy Morel,4-4-2,Aurélien Petit,Rapport de match,,21.4,0.0,0.0,1.0,0.0,8.0,1.0,12.5,0.0,0.0,2021,Lorient
9,2020-11-08,15:00,Ligue 1,Journée 10,Dim,Domicile,D,0,2,Nantes,1.8,1.7,48.0,,Jérémy Morel,4-4-2,Stéphanie Frappart,Rapport de match,,18.2,0.0,0.0,0.0,0.0,18.0,4.0,22.2,0.0,0.0,2021,Lorient
10,2020-11-22,21:00,Ligue 1,Journée 11,Dim,Extérieur,D,0,4,Lille,0.7,4.2,36.0,,Jérémy Morel,4-4-1-1,Willy Delajod,Rapport de match,,18.0,0.0,0.0,0.0,0.0,7.0,2.0,28.6,0.0,0.0,2021,Lorient
11,2020-11-29,15:00,Ligue 1,Journée 12,Dim,Domicile,D,0,1,Montpellier,0.3,1.6,43.0,,Laurent Abergel,4-2-3-1,Bastien Dechepy,Rapport de match,,17.1,0.0,0.0,0.0,0.0,8.0,2.0,25.0,0.0,0.0,2021,Lorient
12,2020-12-06,15:00,Ligue 1,Journée 13,Dim,Extérieur,D,0,2,Angers,0.6,1.9,52.0,,Fabien Lemoine,4-3-3,Thomas Léonard,Rapport de match,,22.3,0.0,0.0,0.0,0.0,11.0,3.0,27.3,0.0,0.0,2021,Lorient
13,2020-12-13,15:00,Ligue 1,Journée 14,Dim,Domicile,V,3,0,Nîmes,2.9,0.4,45.0,,Fabien Lemoine,4-3-3,Karim Abed,Rapport de match,,14.0,0.0,1.0,1.0,3.0,12.0,4.0,33.3,0.17,0.5,2021,Lorient
14,2020-12-16,21:00,Ligue 1,Journée 15,Mer,Extérieur,D,0,2,Paris S-G,1.4,2.5,26.0,,Laurent Abergel,3-5-2,Johan Hamel,Rapport de match,,13.8,0.0,0.0,0.0,0.0,8.0,3.0,37.5,0.0,0.0,2021,Lorient
15,2020-12-20,17:00,Ligue 1,Journée 16,Dim,Domicile,D,0,3,Rennes,1.3,1.3,43.0,,Fabien Lemoine,4-2-3-1,Eric Wattellier,Rapport de match,,20.2,1.0,0.0,0.0,0.0,11.0,2.0,18.2,0.0,0.0,2021,Lorient
16,2020-12-23,19:00,Ligue 1,Journée 17,Mer,Extérieur,N,2,2,Nice,2.6,0.4,58.0,,Fabien Lemoine,4-5-1,Aurélien Petit,Rapport de match,,20.4,1.0,1.0,1.0,2.0,23.0,5.0,21.7,0.04,0.2,2021,Lorient
17,2021-01-06,19:00,Ligue 1,Journée 18,Mer,Domicile,D,2,5,Monaco,0.7,2.2,42.0,,Laurent Abergel,4-2-3-1,Franck Schneider,Rapport de match,,22.2,2.0,0.0,0.0,2.0,12.0,5.0,41.7,0.17,0.4,2021,Lorient
18,2021-01-09,21:00,Ligue 1,Journée 19,Sam,Extérieur,D,1,2,Bordeaux,1.3,1.4,52.0,,Fabien Lemoine,4-3-3,Willy Delajod,Rapport de match,,19.5,0.0,0.0,0.0,1.0,13.0,4.0,30.8,0.08,0.25,2021,Lorient
19,2021-01-27,21:00,Ligue 1,Journée 20,Mer,Domicile,V,3,2,Dijon,1.2,0.9,46.0,,Fabien Lemoine,4-3-3,Bastien Dechepy,Rapport de match,,16.2,1.0,0.0,0.0,2.0,14.0,7.0,50.0,0.14,0.29,2021,Lorient
20,2021-01-31,15:00,Ligue 1,Journée 22,Dim,Domicile,V,3,2,Paris S-G,1.4,2.6,36.0,,Laurent Abergel,3-4-3,Jeremy Stinat,Rapport de match,,19.7,1.0,0.0,0.0,3.0,16.0,5.0,31.3,0.19,0.6,2021,Lorient
21,2021-02-03,19:00,Ligue 1,Journée 23,Mer,Extérieur,N,1,1,Rennes,0.9,1.5,41.0,,Fabien Lemoine,3-4-3,Hakim Ben El Hadj Salem,Rapport de match,,17.0,0.0,0.0,0.0,1.0,12.0,3.0,25.0,0.08,0.33,2021,Lorient
22,2021-02-06,17:00,Ligue 1,Journée 24,Sam,Domicile,V,1,0,Reims,0.8,1.0,40.0,,Laurent Abergel,3-4-3,Thomas Léonard,Rapport de match,,28.8,1.0,0.0,0.0,1.0,9.0,3.0,33.3,0.11,0.33,2021,Lorient
24,2021-02-14,13:00,Ligue 1,Journée 25,Dim,Extérieur,N,2,2,Monaco,1.3,1.8,30.0,,Laurent Abergel,3-4-3,Benoît Millot,Rapport de match,,32.9,0.0,1.0,1.0,2.0,4.0,1.0,25.0,0.25,1.0,2021,Lorient
25,2021-02-21,17:00,Ligue 1,Journée 26,Dim,Domicile,D,1,4,Lille,0.3,1.0,43.0,,Fabien Lemoine,4-1-4-1,Johan Hamel,Rapport de match,,21.8,0.0,0.0,0.0,1.0,8.0,3.0,37.5,0.13,0.33,2021,Lorient
26,2021-02-24,19:00,Ligue 1,Journée 21,Mer,Extérieur,D,0,1,Nîmes,0.5,1.2,52.0,,Laurent Abergel,4-3-3,Jérôme Miguelgorry,Rapport de match,,21.7,1.0,0.0,0.0,0.0,11.0,3.0,27.3,0.0,0.0,2021,Lorient
27,2021-02-28,15:00,Ligue 1,Journée 27,Dim,Domicile,V,2,1,Saint-Étienne,0.7,0.9,55.0,,Laurent Abergel,3-4-3,Stéphanie Frappart,Rapport de match,,24.4,3.0,0.0,0.0,2.0,12.0,4.0,33.3,0.17,0.5,2021,Lorient
28,2021-03-03,21:00,Ligue 1,Journée 28,Mer,Extérieur,N,1,1,Montpellier,1.8,1.1,46.0,,Fabien Lemoine,3-4-3,Benoît Bastien,Rapport de match,,21.2,1.0,1.0,1.0,1.0,13.0,5.0,38.5,0.0,0.0,2021,Lorient
30,2021-03-14,15:00,Ligue 1,Journée 29,Dim,Domicile,N,1,1,Nice,2.1,0.5,50.0,,Laurent Abergel,3-5-2,Ruddy Buquet,Rapport de match,,17.4,0.0,0.0,0.0,1.0,17.0,7.0,41.2,0.06,0.14,2021,Lorient
31,2021-03-21,15:00,Ligue 1,Journée 30,Dim,Extérieur,N,1,1,Nantes,1.4,1.4,62.0,,Fabien Lemoine,3-4-3,Antony Gautier,Rapport de match,,22.4,2.0,0.0,0.0,1.0,16.0,3.0,18.8,0.06,0.33,2021,Lorient
32,2021-04-04,15:00,Ligue 1,Journée 31,Dim,Domicile,V,1,0,Brest,1.5,0.5,45.0,,Fabien Lemoine,3-4-3,Bastien Dechepy,Rapport de match,,21.8,4.0,0.0,0.0,1.0,13.0,4.0,30.8,0.08,0.25,2021,Lorient
33,2021-04-11,15:00,Ligue 1,Journée 32,Dim,Extérieur,D,1,4,Lens,1.4,3.1,63.0,,Fabien Lemoine,3-4-1-2,Eric Wattellier,Rapport de match,,13.6,0.0,0.0,0.0,1.0,17.0,5.0,29.4,0.06,0.2,2021,Lorient
34,2021-04-17,17:00,Ligue 1,Journée 33,Sam,Extérieur,D,2,3,Marseille,1.8,1.9,26.0,,Fabien Lemoine,3-4-3,Hakim Ben El Hadj Salem,Rapport de match,,20.4,2.0,0.0,0.0,2.0,12.0,6.0,50.0,0.17,0.33,2021,Lorient
35,2021-04-25,15:00,Ligue 1,Journée 34,Dim,Domicile,V,4,1,Bordeaux,2.9,1.0,43.0,,Fabien Lemoine,3-4-3,Jérémie Pignard,Rapport de match,,16.7,1.0,0.0,0.0,4.0,13.0,7.0,53.8,0.31,0.57,2021,Lorient
36,2021-05-02,15:00,Ligue 1,Journée 35,Dim,Domicile,V,2,0,Angers,1.8,0.8,49.0,,Fabien Lemoine,3-5-2,Willy Delajod,Rapport de match,,19.1,2.0,1.0,1.0,2.0,12.0,3.0,25.0,0.08,0.33,2021,Lorient
37,2021-05-08,17:00,Ligue 1,Journée 36,Sam,Extérieur,D,1,4,Lyon,0.6,4.2,41.0,,Fabien Lemoine,3-5-2,Mikael Lesage,Rapport de match,,21.8,0.0,0.0,0.0,1.0,8.0,2.0,25.0,0.13,0.5,2021,Lorient
38,2021-05-16,21:00,Ligue 1,Journée 37,Dim,Domicile,V,2,1,Metz,1.1,0.1,38.0,,Fabien Lemoine,3-5-2,Florent Batta,Rapport de match,,18.7,0.0,1.0,1.0,2.0,5.0,1.0,20.0,0.2,1.0,2021,Lorient
39,2021-05-23,21:00,Ligue 1,Journée 38,Dim,Extérieur,N,1,1,Strasbourg,0.6,0.3,48.0,,Fabien Lemoine,3-5-2,Stéphanie Frappart,Rapport de match,,21.0,1.0,0.0,0.0,1.0,7.0,1.0,14.3,0.14,1.0,2021,Lorient
0,2020-08-23,15:00,Ligue 1,Journée 1,Dim,Extérieur,D,0,4,Nîmes,0.4,1.1,56.0,,Jean-Kevin Duverne,4-2-3-1,Jérémie Pignard,Rapport de match,,16.1,1.0,0.0,0.0,0.0,10.0,3.0,30.0,0.0,0.0,2021,Brest
1,2020-08-30,21:00,Ligue 1,Journée 2,Dim,Domicile,D,2,3,Marseille,2.7,1.4,59.0,,Jean-Kevin Duverne,4-2-3-1,Amaury Delerue,Rapport de match,,13.5,0.0,0.0,0.0,2.0,19.0,4.0,21.1,0.11,0.5,2021,Brest
2,2020-09-13,15:00,Ligue 1,Journée 3,Dim,Extérieur,V,2,0,Dijon,2.0,0.4,51.0,,Jean-Kevin Duverne,4-2-3-1,Bastien Dechepy,Rapport de match,,16.9,1.0,0.0,0.0,2.0,19.0,5.0,26.3,0.11,0.4,2021,Brest
3,2020-09-20,15:00,Ligue 1,Journée 4,Dim,Domicile,V,3,2,Lorient,1.4,1.6,58.0,,Jean-Kevin Duverne,4-2-3-1,Karim Abed,Rapport de match,,17.9,0.0,0.0,0.0,3.0,13.0,6.0,46.2,0.23,0.5,2021,Brest
4,2020-09-27,15:00,Ligue 1,Journée 5,Dim,Extérieur,D,2,3,Angers,3.1,0.8,46.0,,Jean-Kevin Duverne,4-2-3-1,Jeremy Stinat,Rapport de match,,14.2,0.0,1.0,1.0,2.0,16.0,6.0,37.5,0.06,0.17,2021,Brest
5,2020-10-04,15:00,Ligue 1,Journée 6,Dim,Domicile,V,1,0,Monaco,1.0,1.1,30.0,,Jean-Kevin Duverne,4-2-3-1,Johan Hamel,Rapport de match,,14.1,0.0,0.0,0.0,1.0,5.0,4.0,80.0,0.2,0.25,2021,Brest
6,2020-10-18,15:00,Ligue 1,Journée 7,Dim,Extérieur,D,1,3,Nantes,1.1,1.8,61.0,,Jean-Kevin Duverne,4-2-3-1,Jérémie Pignard,Rapport de match,,17.8,1.0,0.0,0.0,1.0,15.0,5.0,33.3,0.07,0.2,2021,Brest
7,2020-10-25,15:00,Ligue 1,Journée 8,Dim,Domicile,D,0,3,Strasbourg,0.9,1.1,63.0,,Jean-Kevin Duverne,4-2-3-1,Jérôme Miguelgorry,Rapport de match,,17.7,1.0,0.0,0.0,0.0,14.0,4.0,28.6,0.0,0.0,2021,Brest
8,2020-10-31,17:00,Ligue 1,Journée 9,Sam,Extérieur,D,1,2,Rennes,0.7,1.5,31.0,,Jean-Kevin Duverne,4-4-2,Stéphanie Frappart,Rapport de match,,17.5,0.0,0.0,0.0,1.0,9.0,4.0,44.4,0.11,0.25,2021,Brest
9,2020-11-08,13:00,Ligue 1,Journée 10,Dim,Domicile,V,3,2,Lille,1.2,2.4,37.0,,Jean-Kevin Duverne,4-4-2,Florent Batta,Rapport de match,,12.7,0.0,0.0,0.0,3.0,12.0,8.0,66.7,0.25,0.38,2021,Brest
10,2020-11-21,17:00,Ligue 1,Journée 11,Sam,Domicile,V,4,1,Saint-Étienne,0.9,1.3,41.0,,Jean-Kevin Duverne,4-4-2,Thomas Léonard,Rapport de match,,15.6,0.0,0.0,0.0,4.0,10.0,5.0,50.0,0.4,0.8,2021,Brest
11,2020-11-29,15:00,Ligue 1,Journée 12,Dim,Extérieur,V,2,0,Metz,1.3,0.9,55.0,,Jean-Kevin Duverne,4-4-2,Hakim Ben El Hadj Salem,Rapport de match,,15.3,0.0,0.0,0.0,1.0,11.0,4.0,36.4,0.09,0.25,2021,Brest
12,2020-12-06,15:00,Ligue 1,Journée 13,Dim,Extérieur,D,0,1,Bordeaux,0.3,1.6,42.0,,Jean-Kevin Duverne,4-4-2,Franck Schneider,Rapport de match,,25.2,0.0,0.0,0.0,0.0,8.0,3.0,37.5,0.0,0.0,2021,Brest
13,2020-12-13,15:00,Ligue 1,Journée 14,Dim,Domicile,V,2,1,Reims,2.5,0.7,52.0,,Jean-Kevin Duverne,4-4-2,Aurélien Petit,Rapport de match,,14.8,0.0,0.0,1.0,2.0,9.0,5.0,55.6,0.22,0.4,2021,Brest
14,2020-12-16,21:00,Ligue 1,Journée 15,Mer,Extérieur,N,2,2,Lyon,1.5,3.5,44.0,,Jean-Kevin Duverne,4-2-3-1,Jérôme Brisard,Rapport de match,,21.1,0.0,1.0,1.0,1.0,7.0,1.0,14.3,0.0,0.0,2021,Brest
15,2020-12-20,13:00,Ligue 1,Journée 16,Dim,Domicile,N,2,2,Montpellier,1.8,0.6,56.0,,Haris Belkebla,4-4-2,Benoît Millot,Rapport de match,,16.9,1.0,0.0,0.0,2.0,15.0,7.0,46.7,0.13,0.29,2021,Brest
16,2020-12-23,19:00,Ligue 1,Journée 17,Mer,Extérieur,D,1,2,Lens,1.4,2.1,53.0,,Jean-Kevin Duverne,4-4-2,Bastien Dechepy,Rapport de match,,17.0,1.0,1.0,1.0,1.0,9.0,2.0,22.2,0.0,0.0,2021,Brest
17,2021-01-06,19:00,Ligue 1,Journée 18,Mer,Domicile,V,2,0,Nice,1.6,1.4,38.0,,Haris Belkebla,4-4-2,Jeremy Stinat,Rapport de match,,17.5,0.0,0.0,0.0,2.0,10.0,6.0,60.0,0.2,0.33,2021,Brest
18,2021-01-09,21:00,Ligue 1,Journée 19,Sam,Extérieur,D,0,3,Paris S-G,0.8,2.9,38.0,,Jean-Kevin Duverne,4-4-2,Hakim Ben El Hadj Salem,Rapport de match,,18.3,1.0,0.0,0.0,0.0,12.0,2.0,16.7,0.0,0.0,2021,Brest
